Session,Hemi,ROI,nrAdultFaces,meanAdultFaces,nrChildFaces,meanChildFaces,nrNoHeadBody,meanNoHeadBody,nrLimbs,meanLimbs,nrCars,meanCars,nrGuitars,meanGuitars,nrCorridors,meanCorridors,nrHouses,meanHouses,nrWords,meanWords,nrNumber,meanNumber,nrFaces,meanFaces,nrBodies,meanBodies,nrObjects,meanObjects,nrPlaces,meanPlaces,nrChars,meanChars
es103118,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3.039345607,0,-3.555490621,9,0.323903342,2,0.474528118,2,-0.291159291
jw103018,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.202997264,0,-1.440217016,23,1.83160099,0,0.111749341,0,-0.698369084
mg_041817,rh,pSTS_faces_toon_JC_10mm,0,-0.410518537,0,-0.733492453,3,0.019933502,20,1.863022272,6,0.946906487,13,1.858212044,0,-0.820865902,0,-1.380968724,7,0.392283704,0,-1.772003715,0,-0.789262298,12,1.324042108,17,1.945846437,0,-1.54001546,0,-0.942527783
SP171101,rh,pSTS_faces_toon_JC_10mm,7,0.987757647,8,0.316197261,29,2.519707926,5,1.199674531,1,0.394523146,0,-0.521004268,0,-1.717701702,0,-1.044964345,0,-1.923783379,0,-0.185957792,16,0.910460278,25,2.570030161,2,-0.093622592,0,-1.856801331,0,-1.47884693
TH181012,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.041318079,0,0.101107936,0,-0.516705843,0,-0.569463546,0,-0.058038306
JG24_170109_time_04_1,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28_181008_time_03_1,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22_190128_time_03_1,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,rh,pSTS_faces_toon_JC_10mm,15,1.296167381,7,1.216202755,26,2.495504521,4,0.473328759,1,-0.994207673,1,0.352751292,0,-1.487736399,0,-1.788909249,3,-0.183331415,0,-0.414363911,16,1.70777821,17,1.867502947,1,-0.56420218,0,-2.225881324,0,-0.407347849
DRS22,rh,pSTS_faces_toon_JC_10mm,8,0.666648028,17,1.533680071,0,0.274144052,0,-1.718883475,0,-0.758323889,1,0.497328664,0,-0.702507414,2,0.326774465,3,0.603151662,0,-0.420951834,16,1.564104185,0,-1.140563004,0,-0.294775243,0,-0.264023426,2,0.14741519
MBA24_190130_time_03_1,rh,pSTS_faces_toon_JC_10mm,8,1.13023193,11,1.115904283,0,0.88835027,0,0.44847524,0,-0.199940669,0,-0.341596174,1,-0.392196822,0,-0.607502663,0,-1.104112053,0,-0.526552201,15,1.516415825,1,0.869931231,0,-0.356775351,0,-0.674554459,0,-1.130943517
df032518,rh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05_181201_time_03_1,lh,pSTS_faces_toon_JC_10mm,17,1.920313595,0,0.615704219,0,-0.33604381,0,-0.550705826,0,0.87104669,1,1.059043253,0,-0.878418944,1,-1.157626638,0,0.576966437,0,-1.5685635,5,1.61194269,0,-0.618031041,0,1.30124734,1,-1.375841314,0,-0.657582314
CLC06_190912_time_04_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ED07_190824_time_04_2,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05_190203_time_03_2,lh,pSTS_faces_toon_JC_10mm,16,1.629290049,28,2.412504246,3,-0.194446845,0,-0.855066264,9,0.439943504,8,1.199198711,0,-1.029587054,0,0.156531,0,-2.226461653,0,-0.856373362,46,2.791605257,0,-0.764371731,10,1.048960366,1,-0.606395263,0,-2.141451227
RJ09_181110_time_03_2,lh,pSTS_faces_toon_JC_10mm,11,1.736200988,62,3.439794946,0,-0.862487867,0,-0.752698879,0,-1.799640284,0,-0.971436256,0,-1.186148699,18,2.055507498,0,-0.306220848,0,-1.286015458,64,3.629453802,0,-1.085197688,0,-1.971035034,1,0.548164648,0,-1.085657716
INW06_191006_time_04_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ09_190810_time_04_1,lh,pSTS_faces_toon_JC_10mm,12,1.247111395,8,0.407639426,5,0.55546888,4,-0.219351519,1,0.052505127,0,-0.087047317,2,0.67028366,1,0.100619007,0,-1.624296717,0,-0.708846251,11,1.052708424,6,0.164973903,1,-0.010538408,3,0.529431248,0,-1.619221333
AOK07_190203_time_03_2,lh,pSTS_faces_toon_JC_10mm,2,0.673559559,15,1.272991625,13,1.787025371,15,1.499466547,0,0.14708006,0,-0.82148192,4,-1.123771012,0,-0.763556137,0,-1.019442793,0,-1.232458736,18,1.361732028,23,2.202907057,0,-0.370150144,2,-1.283136833,0,-1.549602384
CS11_181215_time_03_2,lh,pSTS_faces_toon_JC_10mm,4,0.195312649,1,0.302595714,6,0.366837456,2,-0.480506447,0,0.551832039,0,0.007309786,7,-0.220071448,0,0.039732075,0,-0.510804932,0,-0.118125454,7,0.344737305,6,-0.145567802,0,0.433043319,7,-0.125443878,0,-0.438244324
GEJA09_190921_time_04_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDT09_191027_time_03_2,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAPA10_181201_time_03_2,lh,pSTS_faces_toon_JC_10mm,10,1.703298342,7,1.319997889,18,1.690175987,13,0.61314375,0,-0.249342302,0,-0.75239119,2,-0.329340859,0,-0.665892112,0,-1.47104276,0,-1.234269586,18,2.01279057,13,1.473045264,0,-0.637398906,3,-0.670002602,0,-1.867555265
STM10_190903_time_03_2,lh,pSTS_faces_toon_JC_10mm,2,-0.289553189,3,-0.57529952,38,2.835994816,60,4.360253258,0,-1.013871811,1,0.123039161,0,-1.967609501,0,-2.285661375,1,-0.504902889,1,0.009650443,3,-0.606527397,60,4.997888646,0,-0.715148552,0,-2.877451146,1,-0.347574918
DAPA10_190921_time_04_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGSA11_190910_time_04_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OS12_190724_time_06_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS22_190217_time_03_1,lh,pSTS_faces_toon_JC_10mm,6,1.143894409,8,0.71799633,36,3.379273032,30,2.839757573,0,-0.92815517,0,-0.66792561,0,-1.307188681,0,-0.708015202,0,-1.307554969,0,-2.223607752,12,1.224812168,46,4.168937197,0,-1.114977859,0,-1.372776619,0,-2.422875663
em_050317,lh,pSTS_faces_toon_JC_10mm,0,-1.122454674,0,-0.980016394,9,0.706052096,9,0.825499969,7,0.917736148,9,0.351980141,7,0.256085934,0,-0.562301409,0,-0.041687371,0,-0.372797012,0,-1.450329342,13,1.075052894,16,0.882417176,5,-0.215247053,0,-0.286870296
NAV22_181218_time_03_1,lh,pSTS_faces_toon_JC_10mm,6,-0.568134881,19,0.849066068,30,2.285864099,39,2.6843789,0,-0.777179775,0,-0.813567731,0,-3.308378064,0,-1.644929595,3,0.298574458,15,1.315128571,16,0.29999273,44,3.39895377,0,-1.08356496,0,-3.376641727,15,1.100010421
GB23_190117_time_03_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEW23_181211_time_03_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP23_170111_time_02_1,lh,pSTS_faces_toon_JC_10mm,0,-0.31618688,0,0.033863308,6,0.48001341,1,0.144638683,0,0.197419056,0,0.265067114,3,0.342670786,0,-0.568698562,0,-0.429007096,0,-0.055592856,0,-0.163525662,5,0.395981569,0,0.309687745,0,-0.141656478,0,-0.338528789
MW23_190306_time_03_1,lh,pSTS_faces_toon_JC_10mm,2,0.3994425,7,1.018503051,2,0.001133154,9,0.89847493,0,-2.063218534,0,0.007935528,8,0.303185758,0,-0.292116725,0,-0.467812975,1,0.338270134,10,1.006122759,10,0.681987092,0,-1.59828916,1,0.014991105,0,-0.099020357
MZ190410,lh,pSTS_faces_toon_JC_10mm,0,-1.71473787,10,0.987691736,8,0.804149125,24,1.955488198,6,1.352902244,0,-1.053995284,0,-1.760100516,0,-2.327422205,6,1.14283494,0,0.247752641,0,-0.298935389,22,1.97243223,0,0.426634595,0,-2.775072476,4,0.978214394
CR24_181106_time_03_2,lh,pSTS_faces_toon_JC_10mm,3,0.517057949,9,0.759118269,44,3.481903565,23,2.307079582,0,-0.574325458,0,0.432898356,0,-2.272935489,0,-1.907566902,0,-0.275205783,0,-1.407759103,11,0.881028237,44,3.826222494,0,-0.190932263,0,-2.836754044,0,-1.14635051
NC24_190217_time_03_1,lh,pSTS_faces_toon_JC_10mm,6,0.418034582,21,1.623749738,43,3.403140993,41,2.913207587,1,-0.422823671,1,-1.071502456,0,-1.95153885,0,-2.270379054,1,-1.349087607,1,-0.579687161,23,1.473213126,57,4.238870122,0,-0.960358184,0,-2.856200596,0,-1.338738542
TL24_190428_time_03_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM25_181204_time_03_1,lh,pSTS_faces_toon_JC_10mm,0,0.128041584,4,0.457080999,35,3.407899847,31,2.702022376,0,-0.300166483,0,-0.222007206,0,-1.895937179,0,-0.769528682,0,-1.279742676,0,-1.391469376,4,0.420902853,43,4.081567323,0,-0.364122879,0,-1.819943687,0,-1.83984421
mh102018,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN181023,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST25,lh,pSTS_faces_toon_JC_10mm,9,0.129607551,17,0.414034286,22,2.041559192,28,2.431679457,0,-0.944195605,0,-0.711481817,13,0.138503841,0,-1.207766924,0,-1.685141967,1,-0.191171033,12,0.391575366,34,3.081402435,0,-1.1573102,11,-0.716066739,0,-1.325886839
es103118,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.07265037,0,-1.439863996,12,0.822262912,3,0.026991149,0,-0.478674182
jw103018,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.109305261,0,-0.842100049,14,1.577327632,0,-0.306898734,0,-0.531696284
mg_041817,lh,pSTS_faces_toon_JC_10mm,0,-0.736360078,0,-1.170778041,4,0.083420863,14,1.974726204,10,1.386807819,20,1.853664736,0,-1.41771136,0,-1.001124432,2,0.481427363,0,-1.494621735,0,-1.315724039,15,1.447062721,20,2.248826204,0,-1.690296441,0,-0.687630127
SP171101,lh,pSTS_faces_toon_JC_10mm,1,0.631360608,1,0.085858779,6,1.161040607,2,0.641729614,1,0.40627723,0,-0.358012052,0,-0.387133225,0,-0.372858624,0,-1.07722225,0,-0.725210473,1,0.502480191,6,1.245577709,0,0.029519833,0,-0.510987805,0,-1.252432351
TH181012,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.187661313,0,-0.319499711,4,0.940520174,0,-0.246481222,0,-0.553393057
JG24_170109_time_04_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH28_181008_time_03_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KG22_190128_time_03_1,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VN26,lh,pSTS_faces_toon_JC_10mm,13,0.946373671,18,1.306781599,25,1.80597065,13,0.865095535,0,-1.303719731,0,0.132934859,5,-1.215946909,5,-0.889355454,0,-0.650137866,1,-0.282236337,23,1.56313628,20,1.748587512,0,-0.93560981,9,-1.434461168,0,-0.650905989
DRS22,lh,pSTS_faces_toon_JC_10mm,4,0.388513743,29,2.247623581,0,-1.056910191,0,-2.014991214,0,-0.931763086,0,-0.878794319,0,0.760413011,11,1.227515722,2,0.037764227,0,-0.141865841,20,1.9338112,0,-2.169818389,0,-1.246998856,16,1.348086401,0,-0.06798876
MBA24_190130_time_03_1,lh,pSTS_faces_toon_JC_10mm,8,0.729867878,5,0.273505178,17,1.357259804,12,0.905106926,0,-0.002605525,1,-0.105251615,0,-0.285073207,0,-0.815162284,0,-1.020284484,0,-0.569097073,12,0.642413561,19,1.495873421,1,-0.064090232,0,-0.738702652,0,-1.100963079
df032518,lh,pSTS_faces_toon_JC_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENK05_181201_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,2,0.95755824,1,0.59301647,0,0.12612155,0,-0.2512487,0,-0.3283521,0,0.23878821,0,0.77387535,1,1.0052432,0,-0.973695,0,-1.8425239,3,1.01925208,0,-0.1152965,0,-0.1142941,0,1.20238362,0,-1.9306546
CLC06_190912_time_04_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,2,0.45061656,4,0.71048394,3,0.42195061,0,0.25061656,1,0.47015878,0,-0.5310255,1,0.03557345,0,-0.1063203,0,-0.9779884,0,-0.6329731,4,0.80466556,3,0.44171295,0,0.05213772,2,-0.0461429,0,-1.114556
ED07_190824_time_04_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,2,0.80119427,0,-0.138025,0,-0.1373603,0,-0.9959143,0,0.62722065,0,-0.0933041,0,-0.081869,0,-1.1254513,0,0.76949652,0,0.4457827,0,0.37502262,0,-0.8371274,0,0.4322836,0,-0.8047866,1,0.84156594
ENK05_190203_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,1,0.53090316,18,1.90990546,0,-0.0820765,0,-0.3544806,0,-0.6385243,3,0.71932918,0,-0.8623187,0,0.47028314,0,-0.9541484,0,-0.4005525,17,1.75627455,0,-0.317756,0,-0.0719044,0,-0.2823629,0,-0.9404404
RJ09_181110_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-0.6040149,11,0.92542888,0,-1.0531265,4,1.02410065,0,0.70471467,0,0.3437263,0,-0.9114483,0,-0.6708644,0,0.60668829,0,-0.6440464,4,0.33607077,0,0.14843905,0,0.75020365,0,-1.0749938,0,-0.0106526
INW06_191006_time_04_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-0.1893294,0,-2.1559932,0,0.24598405,0,-1.0133734,0,-0.065459,8,1.62232706,2,0.54955072,1,1.02475381,1,0.33767194,0,-0.0159351,0,-1.7374545,0,-0.6217221,1,0.90581485,2,1.06055992,0,0.22603266
RJ09_190810_time_04_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,2,0.6131027,1,0.414522,0,0.3132788,0,-0.5449711,0,0.10131556,0,-0.194051,0,0.09013821,1,0.66701661,0,-0.6955101,0,-0.5921365,3,0.67884154,0,-0.226396,0,-0.0357154,0,0.50568768,0,-0.8887871
AOK07_190203_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,1,-0.1027199,0,0.7116138,10,0.25557281,14,0.89760916,0,-0.0873444,0,-1.0909392,5,0.56369711,0,0.79850361,0,-1.4841953,0,-0.6304982,0,0.47469592,21,0.83309028,0,-0.7111772,8,0.91989194,0,-1.4679048
CS11_181215_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.35649584,2,0.70280805,0,-0.6276717,0,-1.2072952,0,-0.1069186,0,-0.2250236,0,-0.2672596,0,-0.7283118,8,1.04009316,1,0.92396821,4,0.74261123,0,-1.2898616,0,-0.2157623,0,-0.668665,12,1.35517508
GEJA09_190921_time_04_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.34550202,8,0.74230779,2,0.5363559,0,-1.6358185,0,-0.7083244,0,-0.0507384,0,0.29521033,0,0.13797138,0,-0.3613152,6,0.89252161,3,0.76579633,0,-0.9205293,0,-0.5802358,0,0.29544558,4,0.35101114
MDT09_191027_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-0.8900417,0,-0.6471091,19,1.02229535,29,2.15892102,1,0.16759576,1,0.09711112,2,-0.948897,2,-0.1624982,0,-0.3959139,0,-0.2985448,0,-1.0196381,32,2.24684896,0,0.18747511,2,-0.7628317,0,-0.4798466
DAPA10_181201_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,9,1.09949887,4,0.6042446,10,1.29837711,0,0.44814461,0,-0.4515509,0,-0.1203071,0,-0.3093246,0,-1.1355462,0,-0.6902655,0,-0.2153993,10,1.11257244,8,1.11423969,0,-0.4217657,0,-0.968455,0,-0.6299818
STM10_190903_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,18,1.51244398,2,0.07184108,48,3.29877872,32,2.37262592,0,-0.6854487,0,-0.1699692,0,-1.4358927,0,-1.1434964,0,-1.6765675,0,-1.0271297,11,0.9583612,56,3.7667019,0,-0.6327724,0,-1.751133,0,-1.8714232
DAPA10_190921_time_04_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.05769511,0,-0.0503567,10,0.83044528,7,0.84774436,0,-1.8239091,1,-0.1142894,11,1.14551639,2,0.81137014,0,-0.6677251,0,-0.8409452,0,-0.0034433,15,1.13815873,0,-1.4844383,13,1.32993298,0,-1.037794
CGSA11_190910_time_04_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.60647122,0,-0.1010941,4,0.75622921,7,1.31144524,0,-0.2658473,0,0.14453378,0,-0.647678,0,-0.7758025,0,-0.4354413,0,-0.225767,0,0.286427,12,1.44551599,0,-0.1213135,0,-0.9627496,0,-0.4582836
OS12_190724_time_06_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.28140299,1,-0.1561082,1,0.27724809,0,-0.5912932,0,0.27625656,1,0.12664799,1,0.06661037,0,-0.0501178,0,0.03684658,0,-0.1329526,1,0.05063392,1,-0.2830124,0,0.28931416,1,0.01264224,0,-0.0641937
CS22_190217_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,4,0.88622609,6,0.09661246,0,0.20958061,3,0.35951357,0,0.11066087,0,-0.1705695,2,0.46114428,0,0.71055893,0,-1.1469283,0,-1.2999764,9,0.60262906,3,0.39762189,0,-0.014608,6,0.79065216,0,-1.6847366
em_050317,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-1.3220895,0,-1.9307999,15,1.83426373,9,1.3096377,11,1.46118915,9,1.24675359,0,-1.4924755,0,-0.6432194,0,0.15640458,0,-0.6611852,0,-2.2441176,17,2.20576476,15,1.88027673,0,-1.4917385,0,-0.3445299
NAV22_181218_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-0.6201755,0,0.42623783,0,0.43091307,0,0.07209101,0,-0.5150225,0,-0.0903562,0,-0.0543304,0,-0.0602314,1,0.3164788,0,0.04156274,0,-0.0496668,1,0.31168312,0,-0.4534167,0,-0.0775377,0,0.25010662
GB23_190117_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,5,0.42675225,6,0.22970967,5,0.62622158,1,-0.6681318,0,0.06566474,1,0.33097755,1,-0.1013511,0,-0.7047925,0,0.59824179,0,-0.5276814,7,0.42819692,3,-0.1331348,0,0.24619114,0,-0.5385417,0,0.06222611
JEW23_181211_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-0.0473772,0,0.06244744,0,0.49016163,0,0.08031858,0,-0.5593809,0,-0.04086,0,-0.0381819,0,-1.0083591,0,0.04789764,3,1.11043592,0,0.01872081,0,0.35326067,0,-0.4586924,0,-0.6967877,0,0.78558173
JP23_170111_time_02_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,10,1.66517668,14,1.71173243,17,1.62963476,13,1.20286369,0,-0.8648474,0,-0.1387408,0,-1.6947669,0,-0.2571411,0,-1.0351225,0,-1.4279928,19,2.28512006,23,1.88411876,0,-0.7537368,0,-1.3404481,0,-1.6930152
MW23_190306_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,7,0.73547198,14,1.36187117,2,-0.1256322,4,0.00121564,0,-1.1608942,0,-0.0424441,4,0.00691334,0,0.14552802,0,-0.487352,0,-0.2695294,19,1.46570654,7,-0.0740111,0,-0.9269581,3,0.10152957,0,-0.5243268
MZ190410,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,2,-0.002632,0,0.34874838,3,0.26504046,4,0.3184772,2,0.84227621,0,-0.3536189,0,-1.1406475,0,-1.3841243,3,0.73361753,1,0.36920798,1,0.2617611,3,0.40229935,0,0.44538144,0,-1.7149779,7,0.76844073
CR24_181106_time_03_2,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.19835603,0,0.37990531,2,0.54616764,0,0.19534712,0,0.30572435,1,0.59714824,0,-1.0141125,0,-0.6159524,0,0.16089221,0,-0.4385037,0,0.40479958,1,0.47389112,0,0.58965823,0,-1.1093275,0,-0.1841148
NC24_190217_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,0.45865492,0,-0.5007548,4,0.64875853,4,0.39214231,0,-0.5191455,0,0.01364993,0,0.0358562,0,0.1044622,0,-0.0857579,0,-0.2956288,0,-0.1030397,4,0.68431041,0,-0.3952886,0,0.09419776,0,-0.260346
TL24_190428_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,1,0.44231652,0,-0.6539106,20,1.73911149,12,1.36229879,0,-1.4937702,0,-0.6667343,2,-0.2382787,0,0.85318582,0,-1.4906956,0,0.5646713,0,-0.2281909,23,2.07031503,0,-1.5537165,3,0.40284312,0,-0.6630929
KM25_181204_time_03_1,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,1,-0.007518,3,0.83340997,0,-0.6285569,0,0.25929421,0,-0.065778,0,-1.1721287,0,-0.5045808,0,0.00705479,4,0.87746528,0,-0.0063174,2,0.62337148,0,-0.1782786,0,-0.7422984,0,-0.3434971,6,0.61112615
mh102018,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.82073654,0,-0.4495704,1,0.46556695,0,-1.3328356,1,0.4799429
MN181023,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.50919518,1,-0.5993491,15,1.84955241,0,-0.6290995,1,-1.121739
ST25,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,3,-0.3642407,10,0.76079531,8,0.97889598,27,2.35607204,0,-0.515967,0,-1.4035212,1,-0.2350319,0,-1.1016041,0,-0.7132996,2,0.15182559,10,0.35264276,27,2.38187346,0,-1.2350507,1,-0.9018605,0,-0.4056395
es103118,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.89236696,0,-1.2238137,1,0.44879329,0,-0.5190705,2,0.38620114
jw103018,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.3167377,0,0.24917746,16,2.07536831,0,-0.7101688,0,-1.2720967
mg_041817,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,0,-0.7689072,0,-0.196674,0,-0.4273485,0,0.21410342,4,0.98534327,15,1.71758264,0,-0.4377018,0,-1.6349266,0,0.52969103,0,0.03013767,0,-0.6659531,0,-0.1487822,19,1.87520291,0,-1.450616,0,0.39851436
SP171101,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,14,1.55721472,10,1.54173139,32,2.8081346,1,0.67537597,0,-0.212589,0,-0.7880936,0,-1.2869642,0,-1.2010169,0,-2.387756,0,-0.6975125,21,2.148555,22,2.40783464,0,-0.7035543,0,-1.6727735,0,-2.1543856
TH181012,rh,pSTS_faces_adultAvg_probMap_toonCat_10mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.20330614,0,-0.0378615,0,-0.4425996,0,-0.6844505,0,-0.0366482
